Index,Question,Subject,Correct_ernie-4.0-turbo,Extracted_ernie-4.0-turbo,Score_ernie-4.0-turbo,Invalid_ernie-4.0-turbo
217,A kindergarten teacher has students determine the following. âÃÂ?How many students are absent that day âÃÂ?If there are enough snack cups for each student to have one during snack time âÃÂ?How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,miscellaneous,True,B,1.0,False
219,Who was the mother of the Greek god Zeus?,miscellaneous,True,C,1.0,False
222,What organelle is primarily responsible for photosynthesis?,miscellaneous,True,B,1.0,False
220,Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,miscellaneous,True,D,1.0,False
224,What Greek poet wrote 'The Iliad' and 'The Odyssey'?,miscellaneous,True,C,1.0,False
223,In what city is TV's 'The Mary Tyler Moore Show' set?,miscellaneous,True,D,1.0,False
213,"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?",miscellaneous,True,B,1.0,False
221,Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,miscellaneous,True,C,1.0,False
218,"Grammar may be taught in two main waysâÃÃ?by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",miscellaneous,True,A,1.0,False
225,What is Delta Burke's character's job on the sitcom 'Designing Women'?,miscellaneous,True,C,1.0,False
239,On a set of jumper cables what color designates the negative connector?,miscellaneous,True,A,1.0,False
240,Which of these is a commonly-known investment account?,miscellaneous,True,C,1.0,False
238,If you ask for 'gai' at a Thai restaurant what will you get?,miscellaneous,True,B,1.0,False
226,Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,miscellaneous,True,B,1.0,False
227,On average what length of time passes between high tides?,miscellaneous,True,C,1.0,False
230,What professional sports team plays its home games in the Alamodome?,miscellaneous,True,D,1.0,False
231,What is the name of Howard Stern's female on-air sidekick?,miscellaneous,True,D,1.0,False
229,The legal basis for the escalation of United States involvement in the Vietnam War was the,miscellaneous,True,B,1.0,False
242,Which of these people was not alive in the 20th century?,miscellaneous,True,D,1.0,False
243,What color is cartoon character Marge Simpson's hair?,miscellaneous,True,C,1.0,False
228,An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,miscellaneous,True,A,1.0,False
244,Which of these is not a fabric?,miscellaneous,True,B,1.0,False
241,If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,miscellaneous,True,C,1.0,False
250,Who is an archenemy of the cartoon superhero Underdog?,miscellaneous,False,D,0.0,False
249,Which of the following structures is most susceptible to damage by acid precipitation?,miscellaneous,True,C,1.0,False
245,How is 4:00 pm expressed in military time?,miscellaneous,True,A,1.0,False
254,What was Ludwig Van Beethoven's final symphony?,miscellaneous,True,A,1.0,False
251,Mohair is made from the fleece of what animal?,miscellaneous,True,C,1.0,False
248,Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,miscellaneous,True,D,1.0,False
247,Which of the following activities is likely to have the greatest impact on biodiversity?,miscellaneous,True,C,1.0,False
246,Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,miscellaneous,True,B,1.0,False
232,In what decade did Israel become an independent state?,miscellaneous,True,B,1.0,False
252,"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",miscellaneous,True,B,1.0,False
233,In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,miscellaneous,True,A,1.0,False
253,The Strauss family of composers popularized what dance?,miscellaneous,True,A,1.0,False
234,Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,miscellaneous,True,B,1.0,False
237,Who originally proposed the idea of daylight-saving time?,miscellaneous,True,A,1.0,False
235,In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,miscellaneous,True,B,1.0,False
236,What would be the most likely thing one would do with the compound MgSO4 7H2O?,miscellaneous,True,C,1.0,False
260,Which of these is not an ingredient in Yorkshire pudding?,miscellaneous,True,C,1.0,False
255,A portrait that comically exaggerates a person's physical traits is called a what?,miscellaneous,True,B,1.0,False
258,"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",miscellaneous,True,D,1.0,False
261,"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",miscellaneous,True,D,1.0,False
257,A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,miscellaneous,True,D,1.0,False
259,Which of these is not one of the 3 methods of heat transfer?,miscellaneous,True,D,1.0,False
265,Phoebe Dione and Helene are moons of what planet?,miscellaneous,True,B,1.0,False
262,Where was the chicken First domesticated?,miscellaneous,True,B,1.0,False
263,Which of the following is not in Nevada?,miscellaneous,True,B,1.0,False
266,Which of these companies is not an online stock brokerage?,miscellaneous,True,B,1.0,False
267,Which of these is not the name of one of rock musician Frank Zappa's children?,miscellaneous,True,D,1.0,False
272,Which of the following is the highest level taxonomic rank?,miscellaneous,True,A,1.0,False
256,The government establishes a price floor in a market for a good in order to,miscellaneous,True,D,1.0,False
268,How much does Peanuts character Lucy charge for her psychiatric advice?,miscellaneous,False,B,0.0,False
264,What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,miscellaneous,False,B,0.0,False
271,Pop icon Tiny Tim was famous for playing what musical instrument?,miscellaneous,True,A,1.0,False
273,When daylight-saving time arrives in the spring how do most Americans turn their clocks?,miscellaneous,True,A,1.0,False
274,Which of these fashion designers was born in the United States?,miscellaneous,True,C,1.0,False
270,What children's storybook character believes that the sky is falling?,miscellaneous,True,A,1.0,False
275,Who was on the $500 bill?,miscellaneous,False,C,0.0,False
276,For a man and woman on a date 'dutch treat' means what?,miscellaneous,True,D,1.0,False
277,What city's residents are known as 'Knickerbockers'?,miscellaneous,True,C,1.0,False
279,What does a pH level measure?,miscellaneous,True,A,1.0,False
269,Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,miscellaneous,True,B,1.0,False
278,Which of these college football programs has produced the most Heisman Trophy winners?,miscellaneous,False,C,0.0,False
282,Which of these holidays is not attached to a specific date?,miscellaneous,True,C,1.0,False
283,Where is the Louvre museum?,miscellaneous,True,A,1.0,False
281,"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",miscellaneous,True,B,1.0,False
280,If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,miscellaneous,True,C,1.0,False
284,Which of the following guidance systems is principally a materials-handling device?,miscellaneous,True,B,1.0,False
285,"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",miscellaneous,True,B,1.0,False
300,On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,miscellaneous,True,D,1.0,False
298,The term 'chili con carne' refers to chili with what?,miscellaneous,True,B,1.0,False
299,At what age can someone first attend an R-rated movie without an accompanying adult?,miscellaneous,True,B,1.0,False
295,What is the worldâÃÃ´s most venomous fish?,miscellaneous,True,C,1.0,False
292,The disco band ABBA comes from what country?,miscellaneous,True,B,1.0,False
290,Which of these people was buried in the Valley of the Kings?,miscellaneous,True,D,1.0,False
297,Which of these words is spelled correctly?,miscellaneous,True,C,1.0,False
291,After Prince Charles who is next in line to be the king of England?,miscellaneous,True,A,1.0,False
294,"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",miscellaneous,True,C,1.0,False
293,When it's noon in New York during daylight-saving time what time is it in Honolulu?,miscellaneous,True,A,1.0,False
302,How is the Arabic numeral for '2' written?,miscellaneous,True,A,1.0,False
301,In the comic strip 'Peanuts' what is Schroeder known for doing?,miscellaneous,True,C,1.0,False
286,A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,miscellaneous,True,D,1.0,False
307,What is the capital of North Dakota?,miscellaneous,True,A,1.0,False
314,What is the colored part of the eye called?,miscellaneous,True,A,1.0,False
306,Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,miscellaneous,True,C,1.0,False
312,What singer appeared in the 1992 baseball film 'A League of Their Own'?,miscellaneous,True,B,1.0,False
308,A fiscal policy to combat a recession would call for,miscellaneous,True,B,1.0,False
311,According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,miscellaneous,True,D,1.0,False
310,How much chicken excrement is produced in the United States every year?,miscellaneous,False,B,0.0,False
309,An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,miscellaneous,True,C,1.0,False
287,Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,miscellaneous,True,C,1.0,False
289,What is the approximate speed of light?,miscellaneous,True,C,1.0,False
313,How is the word 'ambulance' normally written on the front of American ambulances?,miscellaneous,True,B,1.0,False
288,In the phrase 'Y2K' what does 'K' stand for?,miscellaneous,True,D,1.0,False
304,How many spikes are on the Statue of Liberty's crown?,miscellaneous,True,B,1.0,False
315,If you work as a 'dolly grip' what business are you in?,miscellaneous,True,B,1.0,False
316,Who was the longest reigning monarch in French history?,miscellaneous,True,B,1.0,False
303,What country gave us the fashionable headgear called the beret?,miscellaneous,True,D,1.0,False
305,In a game with no wild cards what is the highest possible poker hand?,miscellaneous,True,B,1.0,False
322,Which one of these world leaders was assassinated?,miscellaneous,True,A,1.0,False
320,How many keys are on a Standard piano?,miscellaneous,True,C,1.0,False
319,What native empire controlled Large areas of South African Territory during the 19th century?,miscellaneous,True,B,1.0,False
296,What force causes an ice cream cone to fly off of a spinning merry-go-round?,miscellaneous,True,A,1.0,False
321,The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,miscellaneous,True,D,1.0,False
326,By what name is Bob Keeshan better known?,miscellaneous,False,A,0.0,False
323,Which of these candy bars was named for a baseball player?,miscellaneous,False,A,0.0,False
324,The common term for someone who has difficulty seeing objects in the distance is what?,miscellaneous,True,B,1.0,False
317,The principles of xeriscaping are best exemplified by a homeowner who,miscellaneous,True,D,1.0,False
325,Where did jazz great Sun Ra claim he was born?,miscellaneous,True,C,1.0,False
328,Girls of what religious community traditionally wear bonnets?,miscellaneous,True,A,1.0,False
330,Which of these is a fish?,miscellaneous,True,A,1.0,False
327,Where would you typically find a bailiff?,miscellaneous,True,B,1.0,False
318,What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,miscellaneous,True,B,1.0,False
334,In Greek mythology what is the name of Zeus' father?,miscellaneous,True,B,1.0,False
332,Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,miscellaneous,False,C,0.0,False
335,What disease does a carcinogen cause?,miscellaneous,True,A,1.0,False
337,Which Pope immediately preceded John Paul II?,miscellaneous,True,C,1.0,False
338,Which of these is not a spice?,miscellaneous,True,C,1.0,False
340,What is the correct spelling of New Mexico's largest city?,miscellaneous,True,B,1.0,False
336,Who sang lead vocals for the band Big Brother and the Holding Company?,miscellaneous,True,B,1.0,False
339,Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,miscellaneous,True,B,1.0,False
331,How many airplanes are in the air worldwide right now (as of 2014)?,miscellaneous,False,C,0.0,False
329,What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,miscellaneous,True,A,1.0,False
341,Which of the following best defines federalism?,miscellaneous,True,D,1.0,False
342,What sport is known as 'The Sport of Kings'?,miscellaneous,True,D,1.0,False
333,"When cool air flows from a high mountain region to a region of lower elevation, the air will",miscellaneous,True,C,1.0,False
344,Which of the following protocols is usually associated with hyperinflation?,miscellaneous,True,B,1.0,False
345,In which century was the greatest number of chemical elements discovered?,miscellaneous,False,D,0.0,False
343,Which of the following is matched with its correct function?,miscellaneous,True,D,1.0,False
348,Which of these measurements is equal to one square foot?,miscellaneous,True,D,1.0,False
360,How many eyes does a Giraffe have?,miscellaneous,True,B,1.0,False
347,Which of the following articles of clothing has a hood?,miscellaneous,True,A,1.0,False
353,Which of these are not legumes?,miscellaneous,True,C,1.0,False
356,Which of the following fiscal policy actions is most expansionary?,miscellaneous,True,B,1.0,False
352,If you dial '411' on a telephone who are you calling?,miscellaneous,True,C,1.0,False
355,Which company holds an annual self-named 'Bake-Off'?,miscellaneous,False,A,0.0,False
354,"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",miscellaneous,False,C,0.0,False
358,What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,miscellaneous,True,C,1.0,False
361,What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,miscellaneous,False,C,0.0,False
357,Which of the following steps should be taken first to effectively present new information to coworkers?,miscellaneous,True,B,1.0,False
365,Which of these is a slang term for 'police'?,miscellaneous,True,A,1.0,False
359,Which of the following is generally the first step taken in a large-scale commercial construction venture?,miscellaneous,False,A,0.0,False
362,Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,miscellaneous,True,B,1.0,False
363,What is the function of mitochondria in the cell?,miscellaneous,True,A,1.0,False
368,Which of the following great apes (the Hominidae) is NOT native to Africa?,miscellaneous,True,D,1.0,False
369,In the movie 'Star Wars' what kind of creature is Chewbacca?,miscellaneous,True,C,1.0,False
367,What are the Smothers Brothers'(first names?,miscellaneous,True,B,1.0,False
372,Which of these painting tools has bristles on it?,miscellaneous,True,C,1.0,False
370,In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,miscellaneous,False,C,0.0,False
373,Astronaut John Glenn served as a pilot in what branch of the military?,miscellaneous,False,D,0.0,False
374,On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,miscellaneous,True,B,1.0,False
376,Which of these games is not played with cards?,miscellaneous,True,C,1.0,False
371,What are the tallest trees on Earth?,miscellaneous,True,A,1.0,False
366,What is the name of the fruit that is half tangerine and half grapefruit?,miscellaneous,True,C,1.0,False
364,Which of these is not one of the four basic forces in nature?,miscellaneous,True,D,1.0,False
375,Which of the following criteria is the most important when assessing reading comprehension?,miscellaneous,True,C,1.0,False
379,Whose profile can you see on the front of dimes that are currently in circulation?,miscellaneous,True,D,1.0,False
346,"The term ""Cold War"" refers to the",miscellaneous,True,C,1.0,False
381,Which of the following candies is traditionally fruit flavored?,miscellaneous,True,B,1.0,False
386,What is the name of the StarKist tuna mascot?,miscellaneous,False,D,0.0,False
382,In 1926 the Harlem Globetrotters basketball team was formed in what city?,miscellaneous,False,D,0.0,False
378,What is the most likely impact of an increase in interest rates?,miscellaneous,True,A,1.0,False
385,What was the title of Beethoven's only completed opera?,miscellaneous,True,D,1.0,False
377,In American football how many points is a touchdown worth?,miscellaneous,True,C,1.0,False
383,Which of the following steps in the design of a dog house would be earliest?,miscellaneous,True,D,1.0,False
380,Who is considered the owner of a 'publicly held' company?,miscellaneous,True,B,1.0,False
384,What was the name of the 1999 art exhibit that sparked a national debate about censorship?,miscellaneous,True,D,1.0,False
389,On which part of a car would you find the 'caliper'?,miscellaneous,True,D,1.0,False
390,Which of these plants is the national emblem of Scotland?,miscellaneous,True,B,1.0,False
387,Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,miscellaneous,True,C,1.0,False
388,Which of these words is an adverb?,miscellaneous,True,D,1.0,False
392,What fictional character claims to be 'smarter than the average bear'?,miscellaneous,True,D,1.0,False
393,If you are truly afraid of the dark what do you suffer from?,miscellaneous,True,D,1.0,False
398,What is the more common name for the disease 'pertussis'?,miscellaneous,True,A,1.0,False
395,What country was once ruled by shoguns?,miscellaneous,True,B,1.0,False
396,On what continent can you find tigers in the wild?,miscellaneous,True,B,1.0,False
391,How much does it cost to air condition all American automobiles for a year (as of 2018)?,miscellaneous,False,D,0.0,False
404,How many states were in the Confederate States of America?,miscellaneous,True,A,1.0,False
394,Which of the following is a way in which Congress can influence the federal bureaucracy?,miscellaneous,True,B,1.0,False
400,An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,miscellaneous,True,B,1.0,False
403,Who was Charlie McCarthy?,miscellaneous,True,D,1.0,False
399,The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,miscellaneous,True,D,1.0,False
397,"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",miscellaneous,True,B,1.0,False
402,In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,miscellaneous,True,B,1.0,False
405,Who were the Chicago Seven?,miscellaneous,True,A,1.0,False
408,What nationality was Karl Marx?,miscellaneous,True,B,1.0,False
406,Which dwarf planet is closest to the Sun?,miscellaneous,True,C,1.0,False
