Index,Question,Subject,Correct_spark4.0-ultra,Extracted_spark4.0-ultra,Score_spark4.0-ultra,Invalid_spark4.0-ultra
89,Approximately how many sperm are in the typical ejaculate?,human_sexuality,False,D,0.0,False
82,The follicular phase is to the __________ as the luteal phase is to the secretory phase.,human_sexuality,True,C,1.0,False
93,JD Unwin's book _Sex and Culture_ argues what two things are linked?,human_sexuality,True,C,1.0,False
92,Which of the following approaches to psychotherapy focuses only the problem behaviour and how to modify it?,human_sexuality,False,,0.0,True
91,Sociobiologists assume that the central function of sex is:,human_sexuality,True,B,1.0,False
87,Which of the following is the MOST COMMON menstrual problem?,human_sexuality,False,,0.0,True
94,The official condemnation by the Catholic Church of artificial birth control is set forth in _______ encyclical called Humanae Vitae.,human_sexuality,True,B,1.0,False
63,Which of the following is TRUE of the duration of the refractory period experienced by men?,human_sexuality,True,B,1.0,False
95,"According to Byrne's law of attraction and his formula, we are attracted to people who:",human_sexuality,False,,0.0,True
90,Bill is a successful ad executive for a computer company. He is 32 married and the father of two children. When Bill's wife is not home he puts on her satin stockings garter belt bra skirt blouse and red stilettos. While dressing he becomes sexually excited and proceeds to masturbate. Which of the following descriptions best fits Bill?,human_sexuality,True,D,1.0,False
105,How many centimetres must the cervix dilute to before a baby can be born?,human_sexuality,True,B,1.0,False
104,How do girls most frequently learn about masturbation?,human_sexuality,False,,0.0,True
102,Alexander the Great was probably,human_sexuality,False,C,0.0,False
99,Which of the following is/are likely to cause coital pain for BOTH men and women?,human_sexuality,True,A,1.0,False
98,What are the experiences when a sexual addict has completed the sexual act?,human_sexuality,False,D,0.0,False
100,The endometrium grows and thickens during:,human_sexuality,False,,0.0,True
97,Darla and Janice are two moms raising a son Timmy. Which of the following most likely characterizes Timmy?,human_sexuality,False,,0.0,True
101,Which of the following events INITIATES puberty?,human_sexuality,False,,0.0,True
107,Which is true with regard to voyeurs?,human_sexuality,True,D,1.0,False
96,"Benny is the head of a successful corporation. After a hard day at work during which he is under incredible pressure to perform well, he goes home to his wife who proceeds to spank him, tie him to their four poster bed, and tease him until he begs for intercourse. According to psychological theory, what is the most likely reason Benny finds this alluring?",human_sexuality,False,,0.0,True
106,"From 1988 to 1990 among heterosexuals in the US, the number of unmarried adults aged 20 to 45 who report having multiple partners has:",human_sexuality,False,B,0.0,False
110,__________ occurs when the fertilized egg implants somewhere other than the uterus.,human_sexuality,True,B,1.0,False
115,Female sterilization inhibits _________ production.,human_sexuality,True,D,1.0,False
112,Menstruation is triggered by...,human_sexuality,True,C,1.0,False
108,What are the three dimensions of intimacy in romantic relationships that outline closeness and sharing?,human_sexuality,True,C,1.0,False
111,A pimp can be best described as ,human_sexuality,True,A,1.0,False
114,Attachment to a care-giver begins:,human_sexuality,True,A,1.0,False
116,Another term for sexual self-stimulation is:,human_sexuality,True,D,1.0,False
119,Hormones are secreted:,human_sexuality,True,A,1.0,False
118,About ___ % of adolescent males have homosexual experiences during their teenage years.,human_sexuality,False,C,0.0,False
122,Keith is really anxious about a big presentation he has to give at work tomorrow. As a result tonight he is having trouble getting an erection. Which of the following BEST explains why Keith might be having this problem?,human_sexuality,False,,0.0,True
117,You have been asked to write a response paper to LeVay's research on brain differences between heterosexuals and homosexuals. Which are plausible criticisms of LeVay's work?,human_sexuality,True,D,1.0,False
113,Which of the following concerning self-disclosure in relationships is supported by research?,human_sexuality,False,,0.0,True
120,"By 28 days after conception, the embryo is about __________ centimetres long.",human_sexuality,False,B,0.0,False
123,A person with a rating of 4 on the Kinsey scale would be classified as:,human_sexuality,True,C,1.0,False
121,"""The state has no business in the bedrooms of the nation,"" is a famous quote by this former Canadian Prime Minister.",human_sexuality,True,D,1.0,False
125,The zona pellucida is...,human_sexuality,True,A,1.0,False
124,The refractory period occurs in males during the ______ stage.,human_sexuality,False,B,0.0,False
129,Which of the following is NOT part of the internal structure of a female's breast?,human_sexuality,True,D,1.0,False
127,Which method of abortion is most costly and carries the greatest risk of complications?,human_sexuality,True,A,1.0,False
130,"Over the past several decades, attitudes toward premarital sex have __________; attitudes toward extramarital sex have __________.",human_sexuality,False,,0.0,True
0,Which State ordinarily exercises jurisdiction in respect of crimes committed on board vessels?,international_law,True,B,1.0,False
2,In what way is Responsibility to Protect (R2P) different from humanitarian intervention?,international_law,True,C,1.0,False
1,What is the meaning of justiciability?,international_law,False,,0.0,True
128,Miss Jones has been concerned about her health lately. She has noticed some itching and skin irritation around her genitals. Given her promiscuous sexual history she suspects that she has contracted:,human_sexuality,True,D,1.0,False
4,Which of these statements best describes the UK Constitution?,international_law,True,C,1.0,False
6,Which one of the following statements is false?,international_law,True,C,1.0,False
3,What is the 'Lotus principle'?,international_law,True,A,1.0,False
7,Which is a 'rock' under the UN Convention of the Law of the Sea (UNCLOS)?,international_law,True,C,1.0,False
5,What is the obligation of the peaceful settlement of disputes?,international_law,True,B,1.0,False
8,What is the meaning of international legal personality?,international_law,False,,0.0,True
9,Which of the following is a treaty-based human rights mechanism?,international_law,True,A,1.0,False
10,The UN Vienna Declaration 1993 declared that,international_law,True,C,1.0,False
12,Is there any hierarchy or priority among States under international law?,international_law,True,C,1.0,False
11,What is the principal source of immunity in respect of international organisations (IOs)?,international_law,True,B,1.0,False
13,What is the declaratory theory of recognition?,international_law,True,B,1.0,False
14,"What is the function of ""standard-setting in human rights diplomacy?",international_law,False,D,0.0,False
16,Magna Carta was,international_law,True,B,1.0,False
17,Do individuals (physical) persons enjoy international legal personality in the same manner as States and international organisations?,international_law,False,,0.0,True
21,What is the ordinary geographical scope of jurisdiction?,international_law,True,C,1.0,False
15,What dimension did the Kadi judgment introduce with respect to the incorporation of UN Security Council resolutions?,international_law,True,A,1.0,False
18,Is there any hierarchy or priority among the various methods of peaceful settlement of disputes?,international_law,True,C,1.0,False
20,What is the meaning of proportionality in relation to the options available to the victim State?,international_law,True,C,1.0,False
19,Which of the following statements is false?,international_law,False,,0.0,True
25,"In Osman v UK (1998), the European Court laid down a test, which can be used to apply a general positive obligation on a state. Which of the following statements is not part of the Osman test?",international_law,False,,0.0,True
22,Which are the formal sources of international law?,international_law,True,C,1.0,False
23,What is the purpose of baselines under the law of the sea?,international_law,True,B,1.0,False
27,What is the purpose of universal jurisdiction?,international_law,True,C,1.0,False
26,Who is entitled to request an advisory opinion of the ICJ?,international_law,True,C,1.0,False
24,What is the difference between conciliation and mediation?,international_law,True,C,1.0,False
29,What is a 'treaty' according to the Vienna Convention on the Law of Treaties (VCLT)?,international_law,True,B,1.0,False
28,Are all acts of State organs attributed to the State under the law international responsibility?,international_law,False,,0.0,True
30,Is the unlawful homicide committed by Minister of country X abroad an act jure imperii or jure gestionis?,international_law,False,D,0.0,False
32,What other criteria were imposed by the Badinter Commission on the former Yugoslav republics?,international_law,True,C,1.0,False
37,Which of the following articles are not qualified rights?,international_law,False,D,0.0,False
33,How treaties are to be interpreted?,international_law,True,A,1.0,False
34,When coastal States do enforce their criminal jurisdiction over foreign vessels in their ports?,international_law,False,,0.0,True
35,What is the value of the Resolutions of the UN General Assembly in terms as a 'source' of international law?,international_law,True,D,1.0,False
31,What was the outcome before the European Court of Human Rights in the Al-Adsani case?,international_law,False,A,0.0,False
36,"Do treaties bind third States, ie non-State parties?",international_law,True,C,1.0,False
39,What is an act jure imperii?,international_law,True,B,1.0,False
40,What is the relationship between the formal sources of international law?,international_law,False,,0.0,True
43,What does it mean for a State to be sovereign?,international_law,True,C,1.0,False
42,How can customary law be related to treaty provisions?,international_law,True,C,1.0,False
38,What is dualism?,international_law,False,,0.0,True
44,What is the meaning of functional recognition?,international_law,True,C,1.0,False
45,"What is the meaning of ""act of State"" doctrine?",international_law,False,D,0.0,False
47,Are there any limitations to the incorporation of customary crimes under English law?,international_law,True,D,1.0,False
48,What is the function of the contiguous zone?,international_law,True,C,1.0,False
49,Which of the examples below has not been developed by the European Court of Human Rights as a situation where the state has a positive obligation to protect?,international_law,False,,0.0,True
50,Which case was the first to define the meaning of the doctrine of 'margin of appreciation' as applied by the European Court of Human Rights?,international_law,False,B,0.0,False
46,How can the structure of the international society be displayed?,international_law,False,,0.0,True
51,How are the members of the arbitral tribunal appointed?,international_law,False,D,0.0,False
41,What was the particular advantage of UNSC Resolution 678 over a collective defensive action under Article 51 UN Charter during the Gulf War?,international_law,False,,0.0,True
52,Are the peremptory norms of international law the only norms that set out obligations erga omnes?,international_law,True,D,1.0,False
54,The enforcement mechanism of the International Covenant on Civil and Political Rights (and Protocol) consists of,international_law,True,D,1.0,False
53,What is the constitutive theory of recognition?,international_law,False,,0.0,True
61,What is passive personality jurisdiction?,international_law,False,A,0.0,False
56,What are self-executing treaties?,international_law,True,B,1.0,False
60,What is the purpose of sovereign immunity?,international_law,True,C,1.0,False
59,Do third States enjoy any fishing rights within the Exclusive Economic Zone of another State?,international_law,True,A,1.0,False
57,"Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?",international_law,False,C,0.0,False
55,Is piracy under international (jure gentium) law subject to universal jurisdiction?,international_law,False,,0.0,True
58,Is there any priority among international courts and tribunals?,international_law,False,,0.0,True
62,Which of the following types of rights have been described as first generation rights?,international_law,False,,0.0,True
64,What is functional (ratione materiae) immunity?,international_law,True,B,1.0,False
63,What is the problem of 'fragmentation' of international law?,international_law,False,,0.0,True
66,Which philosopher called the idea of natural rights 'nonsense on stilts'?,international_law,True,D,1.0,False
65,What is the meaning of implied authorisation?,international_law,False,,0.0,True
70,The European Convention on Human Rights is predominantly concerned with which of the following?,international_law,True,C,1.0,False
68,Who is a 'persistent objector'?,international_law,True,C,1.0,False
69,What is the meaning of collective security?,international_law,False,,0.0,True
67,Who has the authority to conclude a treaty on the part of States?,international_law,True,A,1.0,False
72,What is the meaning of collective rights?,international_law,False,,0.0,True
73,Are States under any obligation when they conduct negotiations?,international_law,True,B,1.0,False
76,What is the effects doctrine?,international_law,False,,0.0,True
81,Which one of the following statements is correct?,international_law,True,B,1.0,False
74,What is the major difference between naturalism and positivism?,international_law,False,,0.0,True
78,What is the fundamental prerequisite for the incorporation of custom under English law?,international_law,False,C,0.0,False
71,Is the jurisdiction of international tribunals regulated by the same principles applicable to national courts?,international_law,False,C,0.0,False
75,What is an 'internationally wrongful conduct'?,international_law,True,C,1.0,False
77,Which persons are considered as 'de facto' organs of the State under the law of international responsibility?,international_law,True,B,1.0,False
79,Was the use of armed force permitted prior to the United Nations Charter?,international_law,True,C,1.0,False
80,What is the protective principle of jurisdiction?,international_law,False,,0.0,True
85,What is the meaning of cultural relativism?,international_law,False,C,0.0,False
83,What is a derogation?,international_law,False,,0.0,True
87,What is the legal nature of the Universal Declaration of Human Rights (UDHR)?,international_law,True,B,1.0,False
82,What is the 'equitable result' in the law and practice of maritime delimitation?,international_law,False,,0.0,True
84,What is an act jure gestionis?,international_law,True,A,1.0,False
86,Is recognition of governments prevalent in contemporary international practice?,international_law,True,B,1.0,False
88,Under what circumstances do human rights violations taking place outside the territory of ECHR member States fall within the remit of the ECHR?,international_law,True,B,1.0,False
89,What does the principle 'pacta sunt servanda' mean?,international_law,True,C,1.0,False
90,What was the consequence from the absence of implementing legislation in the Tin Council case?,international_law,False,,0.0,True
91,Which of the following statements is true?,international_law,True,A,1.0,False
92,What forms may the obligation of reparation take?,international_law,False,,0.0,True
94,What is 'unilateral acts'?,international_law,True,B,1.0,False
96,What is the meaning of 'secondary rules' in the law of international responsibility?,international_law,True,B,1.0,False
93,What is jus cogens?,international_law,True,A,1.0,False
97,What does the doctrine of incorporation suggest in respect of treaties?,international_law,True,D,1.0,False
98,Are the provisional measures issued by the ICJ binding upon the parties?,international_law,True,D,1.0,False
101,What is the rationale for the exhaustion of local remedies in international human rights?,international_law,True,C,1.0,False
95,Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,international_law,False,D,0.0,False
99,When are countermeasures illegal?,international_law,False,,0.0,True
100,What is the difference between political and legal means of dispute settlement?,international_law,True,A,1.0,False
102,Which of the following cases best illustrates the 'living instrument principle' used by the European Court of Human Rights?,international_law,False,B,0.0,False
105,Which one of the statements below is false?,international_law,True,A,1.0,False
104,What was the most important finding by the House of Lords in the Pinochet case?,international_law,False,,0.0,True
103,Is the recognition of foreign judgments subject to the same rules as those applicable to the incorporation and transformation of treaties?,international_law,False,D,0.0,False
106,Which State exercises jurisdiction over vessels on the high seas?,international_law,False,,0.0,True
107,Should treaties assume a particular form?,international_law,False,A,0.0,False
110,When does an illegal act of violence on the high seas fall short of qualifying as piracy?,international_law,False,C,0.0,False
108,What is the fundamental premise of monist theory?,international_law,False,,0.0,True
109,Where do we find the 'general principles of law recognized by civilized nations' (article 38 ICJ Statute)?,international_law,False,,0.0,True
114,Which of the following statements best describes the UN Human Rights Council?,international_law,True,B,1.0,False
115,When a reservation is considered as invalid under the law of treaties?,international_law,True,D,1.0,False
113,What is personal (ratione personae) immunity?,international_law,False,B,0.0,False
111,"What is the meaning of ""armed attack"" in Article 51 UN Charter?",international_law,True,B,1.0,False
112,Who is an 'injured State' in the law of international responsibility?,international_law,False,,0.0,True
116,What kind of rights do coastal States enjoy over their continental shelf?,international_law,False,,0.0,True
120,What are the criteria for statehood under the 1933 Montevideo Convention?,international_law,True,C,1.0,False
119,What is meant by an international organisation's implied powers?,international_law,False,,0.0,True
117,Are there any limits to the application of article 103 of the UN Charter?,international_law,True,C,1.0,False
118,Can countries rely on their domestic law as an excuse to violate their obligations under international law?,international_law,True,C,1.0,False
2,Which of the following factors contributed significantly to the revival of natural law in the 20th century?,jurisprudence,True,C,1.0,False
1,Maine's famous aphorism that 'the movement of progressive societies has hitherto been a movement from Status to Contract' is often misunderstood. In what way?,jurisprudence,True,A,1.0,False
3,Which of the following criticisms of Llewellyn's distinction between the grand and formal styles of legal reasoning is the most compelling?,jurisprudence,False,,0.0,True
5,The ________ School believes that promoting market efficiency should be the central goal of legal decision-making.,jurisprudence,False,,0.0,True
0,Which statement best explains the purpose of Hart's distinction between 'being obliged' and 'having an obligation'?,jurisprudence,False,A,0.0,False
4,Which proposition below is the most consistent with what Rawls claims the POP would opt for in respect of 'social primary goods'?,jurisprudence,False,,0.0,True
6,Which statement below is the least likely to follow logically from Austin's argument that a sanction consists of the smallest chance of incurring the smallest evil?,jurisprudence,False,,0.0,True
8,Cicero's conception of natural law is 'based on the idea that 'true law is right reason in agreement with Nature.' Reason is a key element because:,jurisprudence,True,B,1.0,False
7,How does Weber solve the 'England problem'?,jurisprudence,True,C,1.0,False
9,"Catharine MacKinnon argues that since men dominate women, the question is ultimately one of power. Which proposition below is the most inconsistent with this argument?",jurisprudence,False,,0.0,True
10,Who was an exponent of ânatural law with a variable contentâ?,jurisprudence,False,D,0.0,False
12,"According to Malinowski, the Trobriand Islanders organized their society around what concept?",jurisprudence,True,D,1.0,False
11,The ________ School of jurisprudence asserts that the law is a means of achieving and advancing certain sociological goals.,jurisprudence,True,D,1.0,False
13,In Justice for Hedgehogs Dworkin endorses 'Hume's principle'. What does he understand by this idea?,jurisprudence,False,,0.0,True
15,Habermas distinguishes between 'law as medium' and 'law as institution'. Which statement below most accurately describes this distinction?,jurisprudence,True,A,1.0,False
14,Lyotard's dictum 'I define postmodern as incredulity toward meta-narratives' means:,jurisprudence,True,C,1.0,False
16,To claim that one has a prima facie duty to obey the law is to assert that:,jurisprudence,True,D,1.0,False
19,According to Austin the science of jurisprudence is concerned with,jurisprudence,True,B,1.0,False
18,"Robert makes the following statement while negotiating the sale of his car, 'This is the sharpest car on the market.' His statement may support a claim for:",jurisprudence,False,C,0.0,False
17,Dworkin contends that to every legal question there is only one right answer. Which proposition below is most inconsistent with this claim?,jurisprudence,False,,0.0,True
22,Adherence to precedent is called the doctrine of ________.,jurisprudence,True,B,1.0,False
21,Hart argues that secondary rules are 'power-conferring' but this seems unconvincing in the case of the rule of recognition because:,jurisprudence,False,,0.0,True
20,Which of the following statements best captures the nature of Fuller's 'inner morality of law'?,jurisprudence,False,C,0.0,False
25,Which of the following quotations best describes the central thesis of difference feminism?,jurisprudence,False,,0.0,True
26,Which statement below is the least likely to follow logically from Dworkin's notion of law as integrity?,jurisprudence,False,,0.0,True
29,Critical Legal Studies (CLS) is often compared to (or with) American realism. Which of the following statements is inaccurate?,jurisprudence,True,C,1.0,False
27,Which statement best describes one of Dworkin's central arguments in Justice for Hedgehogs?,jurisprudence,False,C,0.0,False
28,Which statement best describes the nature and function of Kelsen's Grundnorm?,jurisprudence,False,,0.0,True
23,Which proposition below may be characterized as the most powerful refutation by Hart of Lord Devlin's argument?,jurisprudence,True,A,1.0,False
31,Statutes are often called ________ law.,jurisprudence,True,D,1.0,False
24,What relationships to the type of law that exists in society does Durkheim identify between (1) mechanical and (2) organic solidarity?,jurisprudence,False,,0.0,True
30,Which of the following best describes Dworkin's distinction between principles and policies?,jurisprudence,False,,0.0,True
38,The body of law which establishes rights between persons and provides for redress for violation of those rights is known as:,jurisprudence,True,B,1.0,False
34,"Donny threw a knife at Sally, intending to injure her severely. However, Donny missed Sally. Sally saw the knife just as it whizzed by her head, missing it by about one inch. As a result, Sally was very scared. Sally sued Donny for assault and battery. Which of the following is most correct?",jurisprudence,False,,0.0,True
32,Which is the least accurate description of legal positivism?,jurisprudence,False,,0.0,True
36,Kelsenâs theory of law is called pure theory because Kelsen :,jurisprudence,False,C,0.0,False
37,Which of the following purposes does the 'internal point of view' play in Hart's concept of law?,jurisprudence,True,A,1.0,False
39,Why does Parfit oppose equality?,jurisprudence,False,,0.0,True
35,Why does a Marxist account of law reject individual rights?,jurisprudence,False,,0.0,True
33,Which proposition below is the most powerful refutation of Bentham's felicific calculus?,jurisprudence,False,,0.0,True
40,"The most fundamental of positivism's key commitments,' writes Ken Himma, 'is the Social Fact Thesis.' What does it claim?",jurisprudence,True,A,1.0,False
42,The ________ School of jurisprudence maintains that the law is shaped by logic.,jurisprudence,True,B,1.0,False
44,Which statement best describes the relationship between law and morality among non-positivist legal theorists?,jurisprudence,True,C,1.0,False
43,Dworkin argues that it is only a conception of equality of resources that can secure the ideal of equality of welfare. How does he suggest this aspect of equality to be measured?,jurisprudence,False,,0.0,True
46,Which proposition below is the most inconsistent with a consequentialist justification of punishment?,jurisprudence,True,D,1.0,False
41,How does Nozick answer the criticism of his historical entitlement theory that if the distribution of goods in society is unjust those at the bottom always lose?,jurisprudence,False,,0.0,True
48,Which statement below best represents Durkheim's view of the function of punishment?,jurisprudence,False,A,0.0,False
47,"The philosophers of the ________ School of jurisprudence believe that the law is a set of rules developed, communicated, and enforced by the ruling party rather than a reflection of the society's morality, history, logic, or sociology.",jurisprudence,False,,0.0,True
45,Why does communitarianism resemble Aristotle's philosophy more than Kant's?,jurisprudence,False,,0.0,True
50,"The expression to signify any assumption which conceals of affects to conceal the fact that a rule of law has undergone alteration, its letter being unchanged, its operation being modified is :",jurisprudence,True,A,1.0,False
51,Hume's attack on natural law is founded on his argument that:,jurisprudence,True,A,1.0,False
49,What does Dworkin mean by the 'semantic sting'?,jurisprudence,False,C,0.0,False
52,Why does Dworkin support liberal egalitarianism?,jurisprudence,False,,0.0,True
54,Which statement below is the least consistent with the argument that judges in an unjust legal system ought to resign?,jurisprudence,True,D,1.0,False
55,Normative legal theory is most accurately summarized by which of the following statements?,jurisprudence,False,,0.0,True
53,Why do the Scandinavian realists reject a metaphysical approach to law?,jurisprudence,False,,0.0,True
57,Which of the following propositions would be rejected by those who describe themselves as critical legal theorists?,jurisprudence,False,,0.0,True
58,Posner denies the autonomy of law on two grounds. Name one of them.,jurisprudence,False,,0.0,True
60,The ________ School of jurisprudence believes that the law is an aggregate of social traditions and customs that have developed over the centuries.,jurisprudence,False,,0.0,True
56,"Hart writes: '[T]he certification of something as legally valid is not conclusive of the question of obedience ... however great the aura of majesty or authority which the official system may have, its demands must in the end be submitted to a moral scrutiny.' What does this say about the nature of legal positivism?",jurisprudence,False,,0.0,True
59,"Bill purchased a can of Sipep from the Ajax Minimart. After he finished drinking the Sipep, Bill noticed that the can contained dead insects stuck on the inside bottom of the can. In a strict product liability tort action against Ajax, Bill must prove, among other things, that:",jurisprudence,False,,0.0,True
61,"Point out the most accurate response : According to Austin, law has the following attributes :",jurisprudence,True,C,1.0,False
62,Which one of the following schools supports the view that a custom becomes law when it receives the stamp of judicial recognition by courts,jurisprudence,False,D,0.0,False
65,Which of the following statements best describes the postmodernist project?,jurisprudence,False,,0.0,True
63,The will theory of rights maintains that the enforcement of Y's duty requires the exercise of will by X. It assumes the correlativity of rights and duties. Which of the following succeeds in formulating the interest theory without this correlativity?,jurisprudence,False,,0.0,True
71,Lex iniusta non est lex' has which of the following meanings?,jurisprudence,True,C,1.0,False
69,On what grounds does John Finnis reject Hume's conception of practical reason?,jurisprudence,False,,0.0,True
66,Which of the following best describes Lon Fuller's objective in his hypothetical case of the Speluncean Explorers?,jurisprudence,False,D,0.0,False
67,Which of the following arguments against the 'fair play' argument in support of a duty to obey the law is the most persuasive?,jurisprudence,False,,0.0,True
64,Which statement is closest to characterizing the principal difference between the positions adopted by Hobbes and Locke?,jurisprudence,False,,0.0,True
72,In which of the following the idea of ânatural lawâ?first appeared,jurisprudence,True,D,1.0,False
70,The distinction between general and particular jurisprudence was recognized by,jurisprudence,False,D,0.0,False
68,"What is the main reason why many Critical Race Theorists are hostile to concepts such as 'justice', 'neutrality', and 'truth'?",jurisprudence,False,,0.0,True
73,"Tom and Jerry entered into a contract whereby Tom agreed to sell Jerry $1,000 worth of heroin, an illegal substance. This is an example of a:",jurisprudence,True,B,1.0,False
78,The judicial branch of the United States government has the power to ________ the law.,jurisprudence,True,A,1.0,False
76,The following person is the author of the book âThe Concept of Lawâ?:,jurisprudence,True,A,1.0,False
80,âLaw consists of set of principles or body of rules recognized and applied by the State in the administration of justiceâ? The statement is made by :,jurisprudence,True,B,1.0,False
74,Which statement best describes Tom Regan's 'sentimental anthropomorphicism' in support of animals rights?,jurisprudence,True,A,1.0,False
79,âNatural law is based on the nature of man and on his inward need of living in society.â?Who said it?,jurisprudence,False,A,0.0,False
75,"Hart dismissed American realism as 'the claim that talk of rules is a myth, cloaking the truth that law consists simply of the decisions of courts and predictions of them.' What is the strongest reason for regarding this remark as unfair?",jurisprudence,False,,0.0,True
77,Which description below most accurately captures the distinction between Gemeinschaft and Gesellschaft?,jurisprudence,True,C,1.0,False
81,Why does the 'capability' approach to justice reject Rawls' theory?,jurisprudence,False,,0.0,True
83,Why is it important to separate the concept of punishment from its justification?,jurisprudence,False,,0.0,True
82,Which of the following apparent correlatives contradicts Hohfeld's scheme of 'jural relations'?,jurisprudence,False,,0.0,True
84,"According to Hobbes, peace is the first law of nature because of which of the following situations?",jurisprudence,True,A,1.0,False
88,Who amongst the following said that jurisprudence is the philosophy of positive law,jurisprudence,False,C,0.0,False
87,Who said that âJurisprudence is the eye of lawâ?Maine,jurisprudence,False,A,0.0,False
86,The focus of liberal feminists on equality is denounced by radical feminists as mistaken because:,jurisprudence,False,,0.0,True
89,Hartâs analysis of law distinguishes between,jurisprudence,True,C,1.0,False
85,The United States Supreme Court's decision in Roe v Wade is highly controversial because:,jurisprudence,True,C,1.0,False
90,"Who defined jurisprudence as the knowledge of things divine and human, the science of right and wrong",jurisprudence,True,B,1.0,False
93,"Who amongst the following said that âright with me is a child of lawâ?.a natural right is a son that never had a father""",jurisprudence,False,,0.0,True
99,The legislative branch of the United States government has the power to ________ the law.,jurisprudence,True,B,1.0,False
96,Which of the following is the strongest argument against ethical relativism's hostility to human rights?,jurisprudence,True,C,1.0,False
92,The U.S. Congress is empowered by the Commerce Clause and other provisions of the U.S. Constitution to enact ________ to regulate foreign and interstate commerce.,jurisprudence,True,B,1.0,False
97,Robert Nozick's proposes the formula r x H as a guide to determine the appropriate punishment. What does it mean?,jurisprudence,False,,0.0,True
98,Who says that âSocial Contract is not a historical fact but a hypothetical construction of reasonâ?Hobbes,jurisprudence,False,,0.0,True
95,Which of the following most accurately describes Hart's response to Fuller's argument concerning the invalidity of Nazi law?,jurisprudence,True,A,1.0,False
91,Which of the factors below contributed significantly to the revival of natural law in the 20th century?,jurisprudence,True,C,1.0,False
94,"American realists argued that formalism devalued the authority of the judge to make law, because:",jurisprudence,True,B,1.0,False
100,"Leopold Pospisil identifies four elements manifested by law: authority, universality, 'obligatio' - and fourthly?",jurisprudence,False,,0.0,True
101,What is Kant's 'categorical imperative?,jurisprudence,True,D,1.0,False
103,"What is the purpose of politics, according to Aristotle?",jurisprudence,True,B,1.0,False
104,Which of the following statements most accurately explains Ross' comparison of social life to the game of chess?,jurisprudence,True,D,1.0,False
1,Which of the following best describes the fallacy of style over substance?,logical_fallacies,True,C,1.0,False
106,The ________ School proposes that legal rules are unnecessary and are used as an obstacle by the powerful to maintain the status quo.,jurisprudence,False,,0.0,True
102,"Which of the following statements is correct concerning the ""reasonable person"" standard in tort law?",jurisprudence,True,C,1.0,False
0,A valid disjunctive syllogism has a major premise that:,logical_fallacies,False,,0.0,True
105,Which statement below is the least likely to follow logically from Savigny's notion of a Volksgeist?,jurisprudence,False,,0.0,True
